album,song,word,difficulty,definition
red,Holy Ground,"holy",Beginner,"considered sacred or special"
red,Holy Ground,"dust",Beginner,"a thin layer of powder or particles that forms on surfaces"
red,Holy Ground,"block",Intermediate,"to stop or prevent something from happening"
red,Holy Ground,"apt",Intermediate,"suitable or fitting for a particular situation"
red,Holy Ground,"nostalgia",Intermediate,"a sentimental longing or wistful affection for the past"
red,Sad Beautiful Tragic,"erasing",Intermediate,"to gradually remove or destroy something, often over time"
red,Sad Beautiful Tragic,"demons",Intermediate,"inner thoughts or feelings that cause trouble or anxiety"
red,Sad Beautiful Tragic,"affair",Beginner,"a romantic relationship that is secret or illicit"
red,Sad Beautiful Tragic,"lovely",Beginner,"pleasantly attractive or charming"
red,Sad Beautiful Tragic,"timing",Intermediate,"the right or wrong moment to do something"
red,Sad Beautiful Tragic,"eradicate",Advanced,"to completely remove or destroy something"
red,The Lucky One,"fortunes",Intermediate,"Wealth or prosperity, especially when gained through luck or success."
red,The Lucky One,"splashed",Intermediate,"To spread or scatter something, especially in a sudden or dramatic way."
red,The Lucky One,"legend",Intermediate,"A story or account of a famous or extraordinary person or event."
red,The Lucky One,"dignity",Intermediate,"The state of being worthy of respect; self-respect."
red,The Lucky One,"legendary",Intermediate,"Famous or celebrated, often in a way that is considered impressive or extraordinary."
red,The Lucky One,"understand",Beginner,"To comprehend or see the meaning of something."
red,Everything Has Changed,"freckles",Beginner,"small spots or marks on the skin, typically brown or red in color"
red,Everything Has Changed,"coming",Intermediate,"arriving or approaching, especially in a way that is expected or anticipated"
red,Everything Has Changed,"painted",Beginner,"covered or decorated with paint, especially in a particular color"
red,Everything Has Changed,"butterflies",Beginner,"a feeling of nervous excitement or apprehension, especially in the stomach"
red,Everything Has Changed,"taking",Intermediate,"in the process of moving or being moved, especially in a particular direction"
red,Everything Has Changed,"making",Intermediate,"causing or producing something, especially in a particular way"
red,Everything Has Changed,"hopes",Beginner,"a feeling of expectation or desire for something to happen or be the case"
red,Everything Has Changed,"grace",Intermediate,"a feeling of calmness, serenity, or peacefulness, especially in a difficult or trying situation"
red,Starlight,"marvelous",Intermediate,"extremely good or impressive; wonderful"
red,Starlight,"dressed",Beginner,"wearing formal or elegant clothing"
red,Starlight,"nines",Intermediate,"the highest degree or standard"
red,Starlight,"yacht",Intermediate,"a large, luxurious boat used for pleasure or recreation"
red,Starlight,"duchess",Intermediate,"a woman of high rank, especially a wife of a duke"
red,Starlight,"impossible",Intermediate,"not possible or feasible"
red,Starlight,"skip",Beginner,"to jump or leap over something"
red,Starlight,"dream",Beginner,"a series of thoughts, images, or sensations occurring during sleep"
red,Begin Again,"mirror",Beginner,"a reflective surface, typically made of glass, used for personal grooming"
red,Begin Again,"shy",Beginner,"feeling nervous or uncomfortable in the company of others"
red,Begin Again,"laughin'",Beginner,"laughing or smiling"
red,Begin Again,"strange",Intermediate,"unusual or unexpected"
red,Begin Again,"begin",Intermediate,"to start or initiate something"
red,Begin Again,"comin'",Intermediate,"coming or approaching"
red,Begin Again,"past",Intermediate,"events or experiences that have already occurred"
red,Begin Again,"block",Beginner,"a section of a street or road"
reputation,...Ready for It?,"phantom",Intermediate,"a ghostly apparition or a person who is elusive or mysterious"
reputation,...Ready for It?,"vendetta",Advanced,"a long-standing grudge or feud, often driven by a desire for revenge"
reputation,...Ready for It?,"jailer",Intermediate,"a person who has control or authority over someone or something"
reputation,...Ready for It?,"heist",Intermediate,"a daring or cunning theft, often involving a group of people"
reputation,...Ready for It?,"tame",Intermediate,"lacking excitement or passion, often used to describe someone or something that has lost its original energy or enthusiasm"
reputation,...Ready for It?,"failure",Beginner,"a person or thing that has not succeeded or achieved their goals"
reputation,End Game,"dope",Intermediate,"extremely impressive or exciting; used to describe something or someone as being exceptionally talented or skilled."
reputation,End Game,"precede",Intermediate,"to come before something else in time or order."
reputation,End Game,"persona",Intermediate,"a person's image or character as presented to the public."
reputation,End Game,"chips",Beginner,"small pieces of something, especially a hard substance like wood or stone."
reputation,End Game,"paranoia",Intermediate,"a feeling of suspicion or distrust, especially without any real reason."
reputation,End Game,"insecurities",Intermediate,"feelings of uncertainty or self-doubt."
reputation,End Game,"whippin'",Beginner,"to move something quickly, especially with a lot of energy."
reputation,I Did Something Bad,"narcissist",Intermediate,"A person who has an excessive love for or admiration of themselves, often to the point of self-obsession."
reputation,I Did Something Bad,"playboy",Intermediate,"A man who has many romantic relationships or affairs, often with a sense of charm or charisma."
reputation,I Did Something Bad,"pitchforks",Beginner,"Long-handled tools with a pointed end, often used for spearing or piercing."
reputation,I Did Something Bad,"receipts",Beginner,"Evidence or proof of something, often in the form of documents or records."
reputation,I Did Something Bad,"witches",Beginner,"People who are believed to have supernatural powers or to be involved in witchcraft."
reputation,I Did Something Bad,"receipts",Beginner,"Evidence or proof of something, often in the form of documents or records."
reputation,I Did Something Bad,"narcissistic",Intermediate,"Relating to or characteristic of a narcissist, often used to describe someone who is self-absorbed or self-obsessed."
reputation,I Did Something Bad,"charisma",Intermediate,"A person's charm or attractiveness, often used to describe someone who is persuasive or compelling."
reputation,Don't Blame Me,"crazy",Beginner,"extremely foolish or unreasonable; wildly enthusiastic"
reputation,Don't Blame Me,"paradise",Intermediate,"a place of beauty, happiness, or bliss"
reputation,Don't Blame Me,"pacin'",Intermediate,"past tense of 'pace', to walk quickly and regularly"
reputation,Don't Blame Me,"playthings",Intermediate,"things that are used or treated as if they were toys"
reputation,Don't Blame Me,"obsession",Intermediate,"an all-consuming and often unhealthy interest or desire"
reputation,Don't Blame Me,"poison ivy",Intermediate,"a plant that causes an itchy rash when touched"
reputation,Don't Blame Me,"daisy",Beginner,"a type of flower, often associated with innocence and purity"
reputation,Don't Blame Me,"halo",Intermediate,"a ring of light around the head of a person, often symbolizing divine or spiritual presence"
reputation,Delicate,"delicate",Intermediate,"requiring careful and gentle handling; easily damaged or hurt"
reputation,Delicate,"chill",Beginner,"relaxed and calm; not worried or anxious"
reputation,Delicate,"echoes",Intermediate,"a faint or repeated sound; a memory or feeling that remains after something has finished"
reputation,Delicate,"pretend",Beginner,"to imagine or act as if something is true, even though it is not"
reputation,Delicate,"mansion",Beginner,"a large and luxurious house, especially one that is impressive or grand"
reputation,Delicate,"view",Beginner,"a sight or prospect that can be seen from a particular place"
reputation,Look What You Made Me Do,"tilted",Intermediate,"slightly or noticeably inclined to one side; askew"
reputation,Look What You Made Me Do,"perfect",Intermediate,"exactly right or correct; flawless"
reputation,Look What You Made Me Do,"karma",Intermediate,"the idea that people get what they deserve, often in the form of punishment or reward"
reputation,Look What You Made Me Do,"kingdom",Intermediate,"a realm or territory ruled by a king or queen"
reputation,Look What You Made Me Do,"nick",Intermediate,"the last moment before something happens"
reputation,Look What You Made Me Do,"actress",Beginner,"a woman who acts in plays, films, or television shows"
reputation,So It Goes...,"illusionist",Intermediate,"a person who creates the impression that something is real or true when it is not, often through magic or deception"
reputation,So It Goes...,"jealous",Beginner,"feeling or showing envy of someone else's success or happiness"
reputation,So It Goes...,"skippin'",Beginner,"past tense of skip, to jump or leap over something"
reputation,So It Goes...,"number",Intermediate,"an amount or quantity of something, often used to describe a negative impact or effect"
reputation,So It Goes...,"honestly",Beginner,"in a sincere or truthful manner"
reputation,So It Goes...,"countin'",Beginner,"past tense of count, to calculate or keep track of something"
reputation,Gorgeous,"magnetic",Intermediate,"attracting or having a strong attractive power, especially in a way that is not easily explained."
reputation,Gorgeous,"consequence",Intermediate,"a result or effect of a particular action or set of circumstances."
reputation,Gorgeous,"jealous",Beginner,"feeling resentful or envious of someone or something, especially because of a perceived advantage or success."
reputation,Gorgeous,"honestly",Beginner,"in a sincere or genuine manner."
reputation,Gorgeous,"drown",Intermediate,"to become overwhelmed or submerged in something, often to the point of being unable to cope."
reputation,Gorgeous,"furious",Intermediate,"feeling or showing intense anger or annoyance."
reputation,Gorgeous,"sincere",Beginner,"genuine or true in one's feelings or intentions."
reputation,Getaway Car,"cursed",Intermediate,"having a curse or being under a curse; doomed to suffer or be unhappy"
reputation,Getaway Car,"sideshow",Intermediate,"a secondary or less important event or activity, often one that is entertaining or distracting"
reputation,Getaway Car,"circus",Intermediate,"a place of noisy and confusing activity, often used to describe a chaotic or confusing situation"
reputation,Getaway Car,"jet-set",Intermediate,"a group of wealthy and fashionable people who travel frequently and live a luxurious lifestyle"
reputation,Getaway Car,"traitors",Intermediate,"people who betray their country, friends, or principles"
reputation,Getaway Car,"motel",Beginner,"a small hotel or lodging place, often located near a highway or other transportation route"
reputation,Getaway Car,"poisoned",Intermediate,"made or become poisonous; corrupted or spoiled"
reputation,King of My Heart,"motown",Intermediate,"a style of popular music that originated in Detroit, Michigan, characterized by its soulful and upbeat sound."
reputation,King of My Heart,"expensive",Beginner,"costing a lot of money; luxurious."
reputation,King of My Heart,"luxury",Intermediate,"a state of great comfort, wealth, or privilege."
reputation,King of My Heart,"priorities",Intermediate,"things that are considered to be the most important."
reputation,King of My Heart,"mending",Intermediate,"to repair or heal something that is broken or damaged."
reputation,King of My Heart,"fancy",Beginner,"to think someone or something is attractive or appealing."
reputation,Dancing with Our Hands Tied,"sacred",Intermediate,"considered to be extremely important or worthy of great respect"
reputation,Dancing with Our Hands Tied,"avalanche",Intermediate,"a large amount of something that happens suddenly and quickly, often causing a lot of damage"
reputation,Dancing with Our Hands Tied,"gravity",Intermediate,"a force that pulls objects towards each other, especially the Earth"
reputation,Dancing with Our Hands Tied,"painted",Beginner,"to give something a new and attractive appearance"
reputation,Dancing with Our Hands Tied,"pockets",Beginner,"small bags or compartments sewn into the sides of trousers or other garments"
reputation,Dancing with Our Hands Tied,"paces",Intermediate,"a standard unit of measurement for the distance of a horse's gait"
reputation,Dress,"indentation",Intermediate,"A slight impression or depression in a surface, often caused by pressure or weight."
reputation,Dress,"inescapable",Intermediate,"Impossible to avoid or escape, often because of its inevitability or overwhelming nature."
reputation,Dress,"electrified",Intermediate,"Filled with or characterized by electricity, often used to describe a strong emotional or physical sensation."
reputation,Dress,"spillin'",Beginner,"A colloquial or informal term for 'spilling', often used to describe the act of pouring or dripping liquid."
reputation,Dress,"drunk",Beginner,"Intoxicated or under the influence of alcohol, often used to describe a state of euphoria or loss of inhibitions."
reputation,Dress,"rebounds",Intermediate,"A sudden or unexpected movement, often used to describe a change in direction or momentum."
reputation,Dress,"lifeline",Intermediate,"A person or thing that provides support, comfort, or a sense of security, often used to describe a source of strength or inspiration."
reputation,This Is Why We Can't Have Nice Things,"gatsbys",Intermediate,"A reference to F. Scott Fitzgerald's novel 'The Great Gatsby', describing someone who is extravagant and flashy."
reputation,This Is Why We Can't Have Nice Things,"chandelier",Beginner,"A decorative lighting fixture, typically a large, ornate one."
reputation,This Is Why We Can't Have Nice Things,"parade",Beginner,"A public display or procession, often with music and decorations."
reputation,This Is Why We Can't Have Nice Things,"mended",Intermediate,"Made or repaired, especially to restore something to its original condition."
reputation,This Is Why We Can't Have Nice Things,"trick",Beginner,"To deceive or cheat someone, often by using cunning or cleverness."
reputation,This Is Why We Can't Have Nice Things,"mind-twist",Intermediate,"To confuse or distort someone's thoughts or perceptions."
reputation,This Is Why We Can't Have Nice Things,"shady",Beginner,"Untrustworthy or deceitful, often in a way that is sneaky or underhanded."
reputation,This Is Why We Can't Have Nice Things,"he-said-she-said",Intermediate,"A phrase used to describe a situation where two people have different versions of the truth, often with no clear resolution."
reputation,Call It What You Want,"crumbled",Intermediate,"past tense of crumble, to fall apart or break down"
reputation,Call It What You Want,"liars",Beginner,"people who tell lies"
reputation,Call It What You Want,"jet stream",Intermediate,"a fast-moving stream of air in the upper atmosphere"
reputation,Call It What You Want,"drama queens",Intermediate,"women who are overly dramatic or attention-seeking"
reputation,Call It What You Want,"jokers",Intermediate,"people who are foolish or annoying"
reputation,Call It What You Want,"bridges burn",Intermediate,"a phrase meaning relationships or opportunities are ruined"
reputation,Call It What You Want,"forts",Beginner,"small, enclosed spaces, often for protection or comfort"
reputation,Call It What You Want,"initial",Beginner,"the first letter of a person's name"
reputation,New Year's Day,"midnights",Intermediate,"the darkest or most difficult times of the day or night, often used to describe a period of time when someone is feeling their most vulnerable or emotional."
reputation,New Year's Day,"makin'",Beginner,"past tense of 'make', used to describe the act of creating or doing something, often in a casual or informal context."
reputation,New Year's Day,"crawlin'",Intermediate,"past tense of 'crawl', used to describe the act of moving slowly and painfully, often in a humiliating or degrading situation."
reputation,New Year's Day,"toast",Intermediate,"a person who is admired or celebrated for their achievements, often in a public or social context."
reputation,New Year's Day,"lobby",Beginner,"a public area or space, often in a building or establishment, where people can gather or wait."
reputation,New Year's Day,"Polaroids",Intermediate,"a type of instant camera or photograph, often used to describe a casual or informal snapshot."
showgirl,The Fate of Ophelia,"pyro",Intermediate,"a person who uses fire or explosives for entertainment or destructive purposes"
showgirl,The Fate of Ophelia,"melancholy",Intermediate,"a feeling of sadness or sorrow, often accompanied by a sense of hopelessness"
showgirl,The Fate of Ophelia,"purgatory",Intermediate,"a state of suffering or torment, often used to describe a transitional or liminal state"
showgirl,The Fate of Ophelia,"venom",Intermediate,"a toxic or poisonous substance, often used metaphorically to describe a harmful or corrupting influence"
showgirl,The Fate of Ophelia,"allegiance",Intermediate,"a pledge of loyalty or devotion, often used to describe a commitment to a person, cause, or idea"
showgirl,The Fate of Ophelia,"tis",Advanced,"an archaic or poetic way of saying 'it is'"
showgirl,Elizabeth Taylor,"oftentimes",Intermediate,"used to indicate that something happens frequently or regularly"
showgirl,Elizabeth Taylor,"withered",Intermediate,"to become weak or feeble, especially because of lack of food or water"
showgirl,Elizabeth Taylor,"violet",Beginner,"a deep purple color"
showgirl,Elizabeth Taylor,"numbеr",Beginner,"a quantity or amount"
showgirl,Elizabeth Taylor,"hypnotized",Intermediate,"to be in a state of trance or deep sleep"
showgirl,Elizabeth Taylor,"Cartier",Intermediate,"a French luxury goods conglomerate that produces high-end jewelry and watches"
showgirl,Elizabeth Taylor,"bad",Beginner,"morally wrong or wicked"
showgirl,Elizabeth Taylor,"forever",Beginner,"for an indefinitely long time"
showgirl,Elizabeth Taylor,"NY",Beginner,"New York City"
showgirl,Opalite,"onyx",Intermediate,"a type of gemstone, often used to describe something dark and mysterious"
showgirl,Opalite,"pose",Intermediate,"a way of behaving or presenting oneself, often superficially"
showgirl,Opalite,"teacup",Beginner,"a small cup used for drinking tea, often used metaphorically to describe something fragile or delicate"
showgirl,Opalite,"speed",Beginner,"the rate at which something moves or happens"
showgirl,Opalite,"freedom",Intermediate,"the state of being free from constraints or limitations"
showgirl,Opalite,"shelter",Beginner,"a place of safety or refuge"
showgirl,Opalite,"drum",Beginner,"a musical instrument, often used to describe a loud or insistent sound"
showgirl,Opalite,"temporal",Advanced,"relating to time, especially in a way that is temporary or fleeting"
showgirl,Opalite,"opposite",Intermediate,"a word or phrase that is the opposite of another word or phrase"
showgirl,Father Figure,"wayward",Intermediate,"A wayward person is someone who is wandering or moving without a clear direction, often in a reckless or irresponsible manner."
showgirl,Father Figure,"chateau",Advanced,"A large, luxurious house, especially one built in the countryside, often with a grand and impressive appearance."
showgirl,Father Figure,"protégé",Advanced,"A person who is being protected, trained, or sponsored by someone more experienced or influential, often in a professional or artistic context."
showgirl,Father Figure,"ignition",Intermediate,"The act or process of starting or sparking something, such as a fire, an engine, or a passion."
showgirl,Father Figure,"misguided",Intermediate,"Lacking direction or purpose, often due to poor judgment or a lack of understanding."
showgirl,Father Figure,"mantel",Intermediate,"A shelf or ledge, often in a fireplace or a large room, used to display decorative objects or family portraits."
showgirl,Father Figure,"cancelled",Intermediate,"Formally or officially ended or stopped, often due to a lack of progress or a failure to meet expectations."
showgirl,Eldest Daughter,"unbothered",Intermediate,"untroubled or unaffected by something; indifferent"
showgirl,Eldest Daughter,"trolling",Intermediate,"the act of posting inflammatory or provocative messages online to elicit a reaction"
showgirl,Eldest Daughter,"apathy",Intermediate,"a lack of interest, concern, or enthusiasm"
showgirl,Eldest Daughter,"cutthroat",Intermediate,"ruthless or competitive, often in a way that is considered unfair or unscrupulous"
showgirl,Eldest Daughter,"terminal",Advanced,"extreme or absolute; used to describe a condition or situation that is severe or irreversible"
showgirl,Eldest Daughter,"smooth",Intermediate,"sophisticated or charming, often in a way that is considered insincere or manipulative"
showgirl,Eldest Daughter,"cautious",Intermediate,"careful or prudent, often in a way that is considered overly cautious or risk-averse"
showgirl,Eldest Daughter,"discretion",Intermediate,"the quality of being careful or prudent in one's actions or decisions"
showgirl,Eldest Daughter,"eldest",Beginner,"the oldest child in a family"
showgirl,Eldest Daughter,"savage",Intermediate,"ruthless or brutal, often in a way that is considered cruel or heartless"
showgirl,Ruin the Friendship,"glistening",Intermediate,"glistening means giving off a shining or sparkling appearance, especially due to being wet or covered in dew."
showgirl,Ruin the Friendship,"convenient",Beginner,"convenient means suitable or favorable for a particular purpose or situation."
showgirl,Ruin the Friendship,"wilted",Intermediate,"wilted means having lost freshness, vitality, or strength, often due to being exposed to heat or dryness."
showgirl,Ruin the Friendship,"awkward",Beginner,"awkward means causing or feeling embarrassment, unease, or discomfort, often due to a lack of social skill or a difficult situation."
showgirl,Ruin the Friendship,"regret",Intermediate,"regret means feeling sad or unhappy about something that has happened or been done, often because it cannot be changed or undone."
showgirl,Actually Romantic,"vicious",Intermediate,"having or showing a cruel and violent nature"
showgirl,Actually Romantic,"tacky",Intermediate,"having or showing a poor sense of taste or style"
showgirl,Actually Romantic,"flirting",Intermediate,"the act of behaving in a way that is intended to attract someone's attention or interest, especially in a romantic or sexual way"
showgirl,Actually Romantic,"provoked",Intermediate,"caused or encouraged to feel or do something"
showgirl,Actually Romantic,"adorable",Beginner,"extremely attractive or charming"
showgirl,Actually Romantic,"precious",Beginner,"valued or cherished highly"
showgirl,Actually Romantic,"effort",Intermediate,"the work or energy that is needed to do something"
showgirl,Actually Romantic,"viciously",Intermediate,"in a cruel or violent way"
showgirl,Wish List,"chopper",Beginner,"A helicopter, especially one used for transportation or recreation."
showgirl,Wish List,"Balenci'",Intermediate,"A high-end fashion brand, known for its luxurious and stylish clothing."
showgirl,Wish List,"critical",Intermediate,"Relating to or expressing a judgment or opinion about the quality or value of something."
showgirl,Wish List,"Palme d'Or",Advanced,"A prestigious award given to the best film at the Cannes Film Festival."
showgirl,Wish List,"hypocrites",Intermediate,"People who claim to have moral principles or values but do not practice what they preach."
showgirl,Wish List,"grid",Beginner,"A network of intersecting lines or paths, especially one used for navigation or transportation."
showgirl,Wish List,"lit",Intermediate,"Exciting, fun, or wild."
showgirl,Wish List,"wish",Beginner,"A desire or hope for something to happen or exist."
showgirl,Wood,"distraught",Intermediate,"feeling or showing great unhappiness or anxiety; extremely upset"
showgirl,Wood,"superstitious",Intermediate,"having or showing a belief in luck or chance, especially in a way that is not based on reason or science"
showgirl,Wood,"unlucky",Beginner,"having bad luck; experiencing misfortune or bad fortune"
showgirl,Wood,"ah-matized",Advanced,"past tense of 'amaze', meaning to surprise or astonish someone greatly"
showgirl,Wood,"redwood",Intermediate,"a type of large evergreen tree native to the western coast of North America"
showgirl,Wood,"cocky",Intermediate,"having or showing an attitude of pride or self-confidence, often in a way that is considered arrogant or off-putting"
showgirl,Wood,"manhood",Intermediate,"the state of being a man, or the qualities or characteristics that are considered typical of men"
showgirl,Cancelled!,"grave",Intermediate,"a hole in the ground for a person who has died"
showgirl,Cancelled!,"girlboss",Intermediate,"a woman who is confident and successful in her career, often in a traditionally male-dominated field"
showgirl,Cancelled!,"optics",Intermediate,"the way something appears to others, especially in terms of how it is perceived or interpreted"
showgirl,Cancelled!,"tongedeaf",Intermediate,"lacking sensitivity or awareness of the feelings or needs of others"
showgirl,Cancelled!,"exoneration",Advanced,"the act of clearing someone of a crime or wrongdoing"
showgirl,Cancelled!,"infamy",Intermediate,"a state of being notorious or infamous, often due to a person's bad behavior or reputation"
showgirl,Cancelled!,"shattered",Intermediate,"broken or split into pieces, often in a violent or sudden manner"
showgirl,Honey,"passive-aggressive",Intermediate,"Having a behavior that appears to be friendly or polite but is actually intended to cause annoyance or resentment."
showgirl,Honey,"manipulative",Intermediate,"Intended to influence or control someone's behavior or emotions in a way that is unfair or deceitful."
showgirl,Honey,"condescending",Intermediate,"Showing an attitude of patronizing superiority, often in a way that is insulting or humiliating."
showgirl,Honey,"bitch",Beginner,"A woman who is considered to be unpleasant, disagreeable, or difficult to deal with."
showgirl,Honey,"screw",Beginner,"To engage in sexual intercourse, often in a casual or promiscuous manner."
showgirl,Honey,"manipulate",Intermediate,"To influence or control someone's behavior or emotions in a way that is unfair or deceitful."
showgirl,Honey,"patronizing",Intermediate,"Showing an attitude of patronizing superiority, often in a way that is insulting or humiliating."
showgirl,The Life of a Showgirl,"kismet",Intermediate,"a person or thing that seems to have been destined or meant to be, often in a romantic or fortunate way"
showgirl,The Life of a Showgirl,"menace",Intermediate,"a person or thing that causes danger or harm, often in a threatening or intimidating way"
showgirl,The Life of a Showgirl,"magnificent",Intermediate,"extremely impressive or beautiful, often in a grand or spectacular way"
showgirl,The Life of a Showgirl,"immortal",Intermediate,"alive forever, often in a figurative or metaphorical sense"
showgirl,The Life of a Showgirl,"bitches",Beginner,"women who are considered to be cruel, unpleasant, or unkind"
showgirl,The Life of a Showgirl,"hustle",Intermediate,"a person or thing that is constantly active or busy, often in a way that is exhausting or demanding"
showgirl,The Life of a Showgirl,"sequins",Beginner,"small, shiny pieces of metal or plastic used to decorate clothing or other objects"
speaknow,Mine,"fear",Beginner,"a feeling of anxiety or apprehension about something"
speaknow,Mine,"guarded",Intermediate,"having a defensive or protective attitude, often due to past experiences"
speaknow,Mine,"rebel",Intermediate,"a person who rejects or challenges conventional rules or authority"
speaknow,Mine,"careless",Intermediate,"lacking attention to detail or a sense of responsibility"
speaknow,Mine,"figured",Beginner,"to understand or work out something"
speaknow,Mine,"takin'",Beginner,"taking or seizing something"
speaknow,Sparks Fly,"reckless",Intermediate,"acting or behaving in a way that is careless and irresponsible, often in a way that is exciting or thrilling."
speaknow,Sparks Fly,"haunt",Intermediate,"to continue to affect or disturb someone's thoughts or feelings, often in a way that is unpleasant or unwelcome."
speaknow,Sparks Fly,"captivated",Intermediate,"completely and utterly fascinated or enchanted by something or someone."
speaknow,Sparks Fly,"wild",Beginner,"completely out of control or unmanageable."
speaknow,Sparks Fly,"firework",Intermediate,"a type of explosive device that is designed to produce a bright display of light and color in the sky."
speaknow,Back to December,"swallowing",Intermediate,"to suppress or overcome one's pride or emotions"
speaknow,Back to December,"guard",Intermediate,"a mental or emotional defense mechanism"
speaknow,Back to December,"burned",Intermediate,"to be deeply affected or traumatized by a memory"
speaknow,Back to December,"realized",Beginner,"to become aware of or understand something"
speaknow,Back to December,"missin'",Beginner,"a colloquial or informal way of saying 'missing'"
speaknow,Back to December,"wishful",Intermediate,"having or expressing a hopeful or optimistic attitude"
speaknow,Back to December,"mindless",Intermediate,"lacking thought or consideration"
speaknow,Back to December,"tanned",Beginner,"having a sun-kissed or golden complexion"
speaknow,Speak Now,"rudely",Intermediate,"in a rough or impolite manner"
speaknow,Speak Now,"bargin'",Intermediate,"to enter or approach someone or something in a forceful or aggressive manner"
speaknow,Speak Now,"pastel",Beginner,"a pale or delicate color, especially one used in painting or dyeing"
speaknow,Speak Now,"snotty",Intermediate,"having a haughty or condescending attitude"
speaknow,Speak Now,"gown",Beginner,"a long, loose-fitting dress, especially one worn for formal occasions"
speaknow,Speak Now,"pastry",Beginner,"a baked food, especially one made with pastry dough"
speaknow,Speak Now,"pageant",Intermediate,"a public display or exhibition, especially one of a formal or ceremonial nature"
speaknow,Speak Now,"preacher",Intermediate,"a person who preaches or delivers sermons, especially in a church"
speaknow,Speak Now,"forever",Beginner,"for an indefinitely long time"
speaknow,Speak Now,"horrified",Intermediate,"feeling shocked or frightened"
speaknow,Dear John,"revolved",Intermediate,"to rotate or turn around a central point or axis"
speaknow,Dear John,"accused",Beginner,"to formally charge someone with a crime or wrongdoing"
speaknow,Dear John,"mess",Beginner,"to confuse or disturb someone's mind or emotions"
speaknow,Dear John,"optimism",Intermediate,"a feeling or attitude of hopefulness about the future"
speaknow,Dear John,"traitors",Intermediate,"people who betray the trust or loyalty of others"
speaknow,Dear John,"regret",Beginner,"a feeling of sadness or disappointment about something that has happened"
speaknow,Dear John,"twisted",Intermediate,"bent or distorted in an unnatural way"
speaknow,Dear John,"blurry",Intermediate,"not clear or distinct"
speaknow,Dear John,"tireless",Intermediate,"not feeling or showing fatigue"
speaknow,Dear John,"catch",Beginner,"to grasp or seize something quickly"
speaknow,Dear John,"shining",Intermediate,"giving off light, often in a bright or radiant way"
speaknow,Mean,"knives",Beginner,"sharp, pointed objects used for cutting or stabbing"
speaknow,Mean,"swords",Beginner,"long, sharp-edged weapons used for fighting"
speaknow,Mean,"wounded",Beginner,"hurt or injured, either physically or emotionally"
speaknow,Mean,"weaker",Beginner,"having less strength or power"
speaknow,Mean,"wildfire",Intermediate,"a rapidly spreading and uncontrollable fire"
speaknow,Mean,"humiliation",Intermediate,"a feeling of shame or embarrassment, often caused by being treated unfairly or being made to look foolish"
speaknow,Mean,"bitter",Intermediate,"having a strong feeling of resentment or anger, often caused by a past hurt or injustice"
speaknow,Mean,"ranting",Intermediate,"speaking or writing in a loud and angry manner, often about a particular topic"
speaknow,Mean,"pathetic",Intermediate,"feeling or showing pity, often because of being weak or helpless"
speaknow,Mean,"grumblin'",Intermediate,"speaking in a low, discontented tone, often about a particular topic"
speaknow,The Story of Us,"complication",Intermediate,"A problem or situation that is difficult to deal with or resolve."
speaknow,The Story of Us,"miscommunications",Intermediate,"The act of communicating something incorrectly or unclearly."
speaknow,The Story of Us,"twist of fate",Intermediate,"An unexpected turn of events that changes the course of something."
speaknow,The Story of Us,"tragedy",Intermediate,"A sad or unfortunate event, especially one that is caused by a series of unfortunate circumstances."
speaknow,The Story of Us,"nervously",Beginner,"Feeling or showing anxiety or apprehension."
speaknow,The Story of Us,"pretending",Beginner,"Acting as if something is true or real when it is not."
speaknow,The Story of Us,"silence",Beginner,"The state of being quiet or still, especially because of a lack of sound or activity."
speaknow,The Story of Us,"contest",Intermediate,"A competition or contest, especially one in which people or things are compared or judged."
speaknow,The Story of Us,"armor",Intermediate,"A protective covering, especially one made of metal or other hard material."
speaknow,Never Grow Up,"mortified",Intermediate,"extremely embarrassed or humiliated"
speaknow,Never Grow Up,"desert",Intermediate,"to abandon or leave someone in a difficult or unpleasant situation"
speaknow,Never Grow Up,"sounded",Beginner,"made a particular noise"
speaknow,Never Grow Up,"realized",Intermediate,"to understand or become aware of something"
speaknow,Never Grow Up,"dropped",Beginner,"to leave someone or something in a particular place"
speaknow,Never Grow Up,"memorize",Intermediate,"to learn or remember something by heart"
speaknow,Never Grow Up,"nostalgic",Advanced,"feeling or expressing a sentimental longing or wistful affection for the past"
speaknow,Enchanted,"insincerity",Intermediate,"A lack of sincerity or genuineness in one's words or actions."
speaknow,Enchanted,"vacancy",Intermediate,"A feeling of emptiness or a lack of interest."
speaknow,Enchanted,"silhouette",Intermediate,"The outline or shape of a person or object against a lighter background."
speaknow,Enchanted,"counter",Intermediate,"To respond or oppose something, often in a clever or witty way."
speaknow,Enchanted,"secrecy",Intermediate,"The state of being secret or hidden from others."
speaknow,Enchanted,"linger",Intermediate,"To stay or remain in a place or situation for a longer time than intended."
speaknow,Enchanted,"flawless",Intermediate,"Perfect or without any flaws or imperfections."
speaknow,Enchanted,"echo",Intermediate,"A repeated sound or a lingering memory."
speaknow,Better than Revenge,"sabotage",Intermediate,"the act of intentionally causing something to fail or be unsuccessful"
speaknow,Better than Revenge,"underestimated",Intermediate,"to judge someone or something as being less capable or effective than they actually are"
speaknow,Better than Revenge,"preparation",Intermediate,"the process of preparing or making something ready for use or action"
speaknow,Better than Revenge,"dignity",Intermediate,"the state of being worthy of respect or admiration"
